nodes,NLD
techs,wind_offshore
2050-01-01 00:00:00,0.974
2050-01-01 01:00:00,0.9687
2050-01-01 02:00:00,0.9646
2050-01-01 03:00:00,0.9625
2050-01-01 04:00:00,0.9584
2050-01-01 05:00:00,0.953
2050-01-01 06:00:00,0.9545
2050-01-01 07:00:00,0.9575
2050-01-01 08:00:00,0.9616
2050-01-01 09:00:00,0.9667
2050-01-01 10:00:00,0.9719
2050-01-01 11:00:00,0.977
2050-01-01 12:00:00,0.9821
2050-01-01 13:00:00,0.9848
2050-01-01 14:00:00,0.9849
2050-01-01 15:00:00,0.9839
2050-01-01 16:00:00,0.9784
2050-01-01 17:00:00,0.9614
2050-01-01 18:00:00,0.9317
2050-01-01 19:00:00,0.9047
2050-01-01 20:00:00,0.8762
2050-01-01 21:00:00,0.8357
2050-01-01 22:00:00,0.8266
2050-01-01 23:00:00,0.8938
2050-01-02 00:00:00,0.9529
2050-01-02 01:00:00,0.9782
2050-01-02 02:00:00,0.9861
2050-01-02 03:00:00,0.9861
2050-01-02 04:00:00,0.9878
2050-01-02 05:00:00,0.9595
2050-01-02 06:00:00,0.9528
2050-01-02 07:00:00,0.9408
2050-01-02 08:00:00,0.8882
2050-01-02 09:00:00,0.8657
2050-01-02 10:00:00,0.8446
2050-01-02 11:00:00,0.8247
2050-01-02 12:00:00,0.76
2050-01-02 13:00:00,0.7172
2050-01-02 14:00:00,0.7869
2050-01-02 15:00:00,0.8826
2050-01-02 16:00:00,0.9546
2050-01-02 17:00:00,0.9709
2050-01-02 18:00:00,0.9557
2050-01-02 19:00:00,0.9451
2050-01-02 20:00:00,0.9348
2050-01-02 21:00:00,0.9025
2050-01-02 22:00:00,0.868
2050-01-02 23:00:00,0.8094
2050-01-03 00:00:00,0.8524
2050-01-03 01:00:00,0.9196
2050-01-03 02:00:00,0.9357
2050-01-03 03:00:00,0.9487
2050-01-03 04:00:00,0.9702
2050-01-03 05:00:00,0.9855
2050-01-03 06:00:00,0.989
2050-01-03 07:00:00,0.986
2050-01-03 08:00:00,0.9797
2050-01-03 09:00:00,0.9707
2050-01-03 10:00:00,0.9569
2050-01-03 11:00:00,0.9321
2050-01-03 12:00:00,0.8911
2050-01-03 13:00:00,0.8322
2050-01-03 14:00:00,0.7473
2050-01-03 15:00:00,0.6515
2050-01-03 16:00:00,0.5764
2050-01-03 17:00:00,0.5541
2050-01-03 18:00:00,0.5697
2050-01-03 19:00:00,0.5939
2050-01-03 20:00:00,0.6235
2050-01-03 21:00:00,0.6558
2050-01-03 22:00:00,0.6755
2050-01-03 23:00:00,0.6905
2050-01-04 00:00:00,0.6984
2050-01-04 01:00:00,0.686
2050-01-04 02:00:00,0.6444
2050-01-04 03:00:00,0.5803
2050-01-04 04:00:00,0.5156
2050-01-04 05:00:00,0.4613
2050-01-04 06:00:00,0.4149
2050-01-04 07:00:00,0.3626
2050-01-04 08:00:00,0.3219
2050-01-04 09:00:00,0.2716
2050-01-04 10:00:00,0.2082
2050-01-04 11:00:00,0.1402
2050-01-04 12:00:00,0.1268
2050-01-04 13:00:00,0.1537
2050-01-04 14:00:00,0.1936
2050-01-04 15:00:00,0.2635
2050-01-04 16:00:00,0.3331
2050-01-04 17:00:00,0.4299
2050-01-04 18:00:00,0.5275
2050-01-04 19:00:00,0.6445
2050-01-04 20:00:00,0.748
2050-01-04 21:00:00,0.8378
2050-01-04 22:00:00,0.9032
2050-01-04 23:00:00,0.9375
2050-01-05 00:00:00,0.9548
2050-01-05 01:00:00,0.961
2050-01-05 02:00:00,0.9576
2050-01-05 03:00:00,0.9499
2050-01-05 04:00:00,0.9289
2050-01-05 05:00:00,0.9102
2050-01-05 06:00:00,0.8875
2050-01-05 07:00:00,0.839
2050-01-05 08:00:00,0.7832
2050-01-05 09:00:00,0.7329
2050-01-05 10:00:00,0.7037
2050-01-05 11:00:00,0.714
2050-01-05 12:00:00,0.7427
2050-01-05 13:00:00,0.7813
2050-01-05 14:00:00,0.8153
2050-01-05 15:00:00,0.831
2050-01-05 16:00:00,0.8407
2050-01-05 17:00:00,0.8567
2050-01-05 18:00:00,0.8765
2050-01-05 19:00:00,0.8913
